ROL;MATRICULA;SOCIEDAD;CATEGORIA;REGIMEN;FECHA;MOTIVO_DESCARTE
ALTA;8480MWP;EMIVASA;Turismo;-;2024-11-27;Competencia: tenia 6 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;8481MWP;EMIVASA;Turismo;-;2024-11-27;Competencia: tenia 6 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;8486MWP;EMIVASA;Turismo;-;2024-11-27;Competencia: tenia 6 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;8487MWP;EMIVASA;Turismo;-;2024-11-27;Competencia: tenia 6 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;8488MWP;EMIVASA;Turismo;-;2024-11-27;Competencia: tenia 6 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;8496MXG;ISG;Furgoneta/Furgón;-;2024-12-19;Competencia: tenia 1 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en ISG
ALTA;8533MDK;CGAC;Furgoneta/Furgón;-;2022-12-14;Adquisicion 2022-12-14 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8539MDK;CGAC;Furgoneta/Furgón;-;2022-12-14;Adquisicion 2022-12-14 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8601MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8603MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8606MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8616MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8617MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8618MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8619MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8623MCZ;CGAC;Turismo;-;2022-12-14;Adquisicion 2022-12-14 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8624MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8625MWT;CGAC;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 3 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8626MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8627MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8636MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8637MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8640MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-29;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8642MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-29;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8644MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-29;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8647MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8651MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8654MCZ;CGAC;Furgoneta/Furgón;-;2022-12-14;Adquisicion 2022-12-14 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8658MWT;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;-;2024-11-28;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CANALIZ. CIVILES S.A.
ALTA;8675MCZ;CGAC;Turismo;-;2022-12-23;Adquisicion 2022-12-23 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8697MCZ;CGAC;Furgoneta/Furgón;-;2022-12-23;Adquisicion 2022-12-23 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8711MXK;AYWA SER.AMBIENTALES SL;Furgoneta/Furgón;-;2024-12-17;Competencia: tenia 5 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en AYWA SER.AMBIENTALES SL
ALTA;8781MXK;MEDICION AVANZADA CONTAD.;Furgoneta/Furgón;-;2024-12-26;Competencia: tenia 1 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en MEDICION AVANZADA CONTAD.
ALTA;8796MXK;EMIVASA;Furgoneta/Furgón;-;2024-12-26;R4: EMIVASA tiene 10 bajas elegibles pero ninguna de categoria Furgoneta/Furgón. La sustitucion entre categorias no se admite
ALTA;8867KDN;CGAC;Turismo;-;2023-01-05;Adquisicion 2023-01-05 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8868KDN;CGAC;Turismo;-;2023-01-25;Adquisicion 2023-01-25 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8877KDN;CGAC;Turismo;-;2023-01-05;Adquisicion 2023-01-05 anterior al 2023-01-25 (fuera del ambito CAE)
ALTA;8998MSH;CGAC;Furgoneta/Furgón;-;2024-06-20;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;8999MSH;CGAC;Furgoneta/Furgón;-;2024-06-20;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Furgoneta/Furgón en CGAC
ALTA;9049MWN;AVSA;Turismo;-;2024-11-26;Competencia: tenia 11 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en AVSA
ALTA;9061MVW;COSTA BELLVER SA;Turismo;-;2024-10-23;R1: la sociedad COSTA BELLVER SA no tiene ninguna baja elegible. Pedir listado de bajas de esa sociedad
ALTA;9273MWZ;EMIVASA;Turismo;-;2024-12-12;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9275MWZ;EMIVASA;Turismo;-;2024-12-12;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9546MWW;MEDICION AVANZADA CONTAD.;Turismo;-;2024-11-26;Competencia: tenia 2 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en MEDICION AVANZADA CONTAD.
ALTA;9605MMH;G.O.MEDIOAMBIENTE S.L.;Furgoneta/Furgón;-;2023-12-22;R5: hay 1 bajas de su sociedad y categoria pero ninguna en la ventana 2023-09-22..2024-06-22. Mas cercanas: 8767LLW (2025-02-11, +417d)
ALTA;9925MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9926MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9927MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9928MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9929MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9930MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;9931MWY;EMIVASA;Turismo;-;2024-12-11;Competencia: tenia 7 baja(s) admisible(s) pero otra alta de la misma sociedad las aprovecha mejor. Se necesitan mas bajas de Turismo en EMIVASA
ALTA;P8325BDH;VALORIA INVESTMENTS 2011;Maquinaria Auxiliar;-;2023-07-31;Matricula no valida ('P8325BDH'): no es un vehiculo
BAJA;0041LWY;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-11-29;Posesion 58d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0168KYM;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-12-31;Posesion 166d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0289LJZ;AYWA SER.AMBIENTALES SL;Turismo;ALQUILER_CORTA_DURACION;2024-07-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0290JLY;EGEVASA;Furgoneta/Furgón;RENTING;2023-10-24;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0297JBF;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-10-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0305JBF;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-09-26;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0351JWC;EGEVASA;Camión;RENTING;2023-08-31;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0360KLY;MEDICION AVANZADA CONTAD.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-01-30;Posesion 39d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0370LXS;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2025-01-01;Posesion 660d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0426KHR;AVSA;Turismo;RENTING;2023-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0722KVP;EGEVASA;Turismo;RENTING;2023-04-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0824MCY;CGAC;Todo Terreno;ALQUILER_CORTA_DURACION;2023-05-12;Posesion 85d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0841KWW;EGEVASA;Turismo;RENTING;2024-07-03;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0842KVR;EMIVASA;Turismo;RENTING;2023-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0894LKM;AVSA;Turismo;RENTING;-;Sin fecha de venta/entrega | Posesion NO_CONSTAd < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0909HZB;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2023-02-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;0962LBT;ARAGONESA SER.PUBLICOS SL;Camión;ALQUILER_CORTA_DURACION;2023-08-31;Posesion 413d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;0986LVB;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1188JZF;CGAC;Todo Terreno;ALQUILER_CORTA_DURACION;2024-06-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1469CWR;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1473CWR;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1541LDT;ARAGONESA SER.PUBLICOS SL;Camión;ALQUILER_CORTA_DURACION;2023-11-30;Posesion 596d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;1601JCF;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1722MGL;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-05-21;Posesion 111d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;1865LDL;MEDICION AVANZADA CONTAD.;Turismo;ALQUILER_CORTA_DURACION;2024-01-30;Posesion 39d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;1918LMY;CGAC;Turismo;ALQUILER_CORTA_DURACION;2024-03-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;1947KMM;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2023-02-01;Posesion 0d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;1987HGR;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-10-29;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2042MSX;G.O.MEDIOAMBIENTE S.L.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-12-05;Posesion 90d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;2056MSX;G.O.MEDIOAMBIENTE S.L.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-12-05;Posesion 90d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;2096LKP;AVSA;Turismo;RENTING;2025-11-18;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2138CTS;CGAC;Camión;CEDIDO (POR AYTO, PLANTA.;2024-06-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2179KNN;G.O.MEDIOAMBIENTE S.L.;Turismo;RENTING;2023-04-11;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2258JPC;CGAC;Furgoneta/Furgón;RENTING;2024-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2316KZH;EMP.MUN.SERVEIS PUBLICS;Turismo;RENTING;2025-02-27;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2502LZC;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-03-21;Posesion 49d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;2517LSG;CANALIZ. CIVILES S.A.;Turismo;RENTING;2025-10-06;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2657KZK;AVSA;Turismo;RENTING;2023-10-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2675KGJ;G.O.MEDIOAMBIENTE S.L.;Turismo;ALQUILER_CORTA_DURACION;2023-10-31;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2678KGJ;G.O.MEDIOAMBIENTE S.L.;Turismo;ALQUILER_CORTA_DURACION;2023-11-03;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2825KMP;CANALIZ. CIVILES S.A.;Turismo;RENTING;2024-02-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;2842LYK;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-03-21;Posesion 49d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;2933GFR;ARAGONESA SER.PUBLICOS SL;Camión;PROPIEDAD;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3128GKL;ISG;Camión;PROPIEDAD;2024-10-09;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3189LLY;EGEVASA;Furgoneta/Furgón;RENTING;2025-02-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3200LLY;EGEVASA;Furgoneta/Furgón;RENTING;2025-01-28;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3264KSC;ARAGONESA SER.PUBLICOS SL;Camión;PROPIEDAD;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3264MDB;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-05-13;Posesion 103d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;3283KXV;AIGÜES DE SAGUNT, S.A.;Turismo;RENTING;2024-06-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3299KTP;FUCSA;Turismo;RENTING;2023-02-22;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3310MDB;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-06-26;Posesion 147d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;3447KFH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2023-09-19;Posesion 230d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;3452LZP;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2023-01-01;Posesion 66d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;3483KWB;MEDICION AVANZADA CONTAD.;Turismo;ALQUILER_CORTA_DURACION;2024-04-11;Posesion 111d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;3575LMF;ISG;Furgoneta/Furgón;RENTING;2023-07-12;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;3595KDF;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-02-20;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4006CVG;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4058LHB;GLOBAL OMNIUM IDRICA SL;Turismo;RENTING;2024-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4161FVT;CANALIZ. CIVILES S.A.;Camión;ALQUILER_CORTA_DURACION;2023-05-29;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4215KVS;SASTESA;Furgoneta/Furgón;PRE-ENTREGA;2023-04-21;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4295MRH;AVSA;Turismo;ALQUILER_CORTA_DURACION;2025-03-07;Posesion 273d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;4296LBD;CANALIZ. CIVILES S.A.;Turismo;RENTING;2023-09-06;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4450LLV;AVSA;Turismo;RENTING;2025-07-20;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4456KVD;CANALIZ. CIVILES S.A.;Turismo;RENTING;2023-07-23;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4533JFF;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2023-01-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4579KCW;ISG;Motocicleta;PROPIEDAD;2024-11-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4655MGJ;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-12-05;Posesion 63d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;4719KYS;CGAC;Turismo;RENTING;2023-08-11;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4793KWD;AVSA;Turismo;RENTING;2023-04-21;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4836MGD;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-12-18;Posesion 77d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;4921LGX;EMIVASA;Motocicleta;OTROS AUTORIZADOS;2023-09-30;Posesion 637d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;4939LFG;GLOBAL OMNIUM IDRICA SL;Turismo;RENTING;2024-02-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;4979LFG;VALORIA 2015 SLU;Turismo;RENTING;2024-02-12;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5002LLF;MORELLA;Furgoneta/Furgón;RENTING;2024-12-11;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5013LLF;ISG;Furgoneta/Furgón;RENTING;2025-06-30;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5056LWD;AVSA;Turismo;ALQUILER_CORTA_DURACION;2024-05-02;Posesion 17d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5106JCS;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5113CNG;UTE SOFTCAD-VANAGUA;Turismo;CEDIDO (POR AYTO, PLANTA.;2024-03-31;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5188MGJ;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-11-20;Posesion 47d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5239JVL;AVSA;Turismo;RENTING;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5244MGJ;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-11-29;Posesion 57d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5249MGJ;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-12-22;Posesion 80d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5262MGK;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-11-29;Posesion 57d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5351MGK;CGAC;Turismo;ALQUILER_CORTA_DURACION;2024-03-21;Posesion 170d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5443LLD;AVSA;Turismo;RENTING;2025-05-29;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5478LLD;EGEVASA;Turismo;RENTING;2024-12-31;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5494LLD;E.Mixta Metropolitana, SA;Turismo;RENTING;2024-12-11;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5554FNN;JEMAR E HIJOS S.L.;Furgoneta/Furgón;PROPIEDAD;2023-06-02;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5682FHK;CANALIZ. CIVILES S.A.;Camión;PROPIEDAD;2023-02-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5713LWX;CGAC;Turismo;ALQUILER_CORTA_DURACION;2024-04-01;Posesion 182d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;5919LKM;AVSA;Turismo;RENTING;2025-06-04;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;5941LLV;EGEVASA;Furgoneta/Furgón;RENTING;2025-02-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6006KNB;VALORIA 2015 SLU;Turismo;RENTING;2024-08-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6061KRD;FUCSA;Turismo;RENTING;2024-04-04;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6112LXB;JEMAR E HIJOS S.L.;Turismo;RENTING;2023-11-15;Posesion 595d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;6338KKX;CANALIZ. CIVILES S.A.;Camión;ALQUILER_CORTA_DURACION;2024-01-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6426GPD;ARAGONESA SER.PUBLICOS SL;Camión;PROPIEDAD;2023-06-13;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6529LTJ;G.O.MEDIOAMBIENTE S.L.;Turismo;ALQUILER_CORTA_DURACION;2024-04-24;Posesion 57d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;6742MGH;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-11-29;Posesion 56d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;6744LLV;EGEVASA;Furgoneta/Furgón;RENTING;2025-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6783LLV;SASTESA;Furgoneta/Furgón;RENTING;2025-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;6901MPH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-12-30;Posesion 210d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;6909MPH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-08-12;Posesion 70d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;6937MPH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-08-12;Posesion 70d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;7017MPH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-08-12;Posesion 70d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;7052LLV;AYWA SER.AMBIENTALES SL;Furgoneta/Furgón;RENTING;2024-04-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7190JDY;AVSA;Turismo;OTROS AUTORIZADOS;2024-03-31;Elegible pero sin alta compatible (sociedad/categoria/ventana)
